adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
False,0,163676,tt0358590,en,"Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor","A teenager discovers that mending a broken heart is no simple thing in this independent romantic drama from Mexico. Gerardo (Juan Carlos Ortuno), a 17-year-old who has recently embraced his homosexuality, has just parted ways with his first serious boyfriend, Bruno (Juan Carlos Torres). Gerardo has fallen into a deep depression after losing Bruno, and he drifts through Mexico City, where he meets and makes love with a number of attractive strangers. However, his hedonistic adventures cannot wash away the pain in his heart. The first feature-length project from director Julian Hernandez, Mil Nubes de Paz Cercan el Cielo, Amor, Jamás Acabarás de Ser Amor was screened at the 2003 Berlin Film Festival, where it received the Teddy award, given to the best Gay or Lesbian-themed film shown at the fest.",0.160085,2003-05-26,0.0,0.0,Released,,A Thousand Clouds of Peace,False,4.3,4.0
False,6400000,237,tt0289635,en,Young Adam,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,5.235419,2003-09-26,2500000.0,93.0,Released,Everyone has a past. Everyone has a secret.,Young Adam,False,5.9,46.0
False,0,126117,tt0308488,en,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""","Director Michael Almereyda's documentary on the weeks just prior to Sam Shepard's stage production of his play ""The Late Henry Moss.""",0.053866,2003-01-01,0.0,89.0,Released,,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",False,0.0,0.0
False,37000000,10096,tt0337563,en,13 Going on 30,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",12.632595,2004-04-13,96455697.0,98.0,Released,"For some, 13 feels like it was just yesterday. For Jenna, it was.",13 Going on 30,False,6.3,1260.0
False,70000000,9509,tt0328107,en,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",9.635691,2004-04-23,130293714.0,146.0,Released,"Creasy's art is death, and he is about to paint his masterpiece.",Man on Fire,False,7.3,1583.0
False,0,19016,tt0398872,ab,Clifford's Really Big Movie,"Clifford overhears Mr. Bleakman say that feeding him must cost a lot of money. A carnival act called ""Larry's Amazing Animals"" has just been in town, and the animals in the show told Clifford about an animal contest with a prize of a lifetime supply of Tummy Yummies. So he decides to run away along with Cleo and T-Bone, join the carnival act, win the contest, and bring the food back.",2.182797,2004-04-23,0.0,73.0,Released,"Get ready for Clifford's Biggest, Reddest, Most Amazing Movie!",Clifford's Really Big Movie,False,5.1,5.0
False,0,60645,tt0333847,en,MC5: A True Testimonial,"This documentary, made over a period of eight years, tells the remarkable story of an extremely influential rock'n'roll band. Starting from their mid-60's garage band roots (sounding amazingly like the Sonics), the Motor City 5 deveoped into an icon for a brand of loud, crushing music reflecting their industrial roots. Even if you don't care for their music (and you're bound to like even a few of their songs), their story is fascinating. It combines 60's protest, youthful braggadocio, and a style of music that would help carry one to the likes of Iggy and the Stooges (not to mention certain aspects of punk rock). This film is clearly a labor of love, combining extraordinarily rare live shows, still shots, a nearly-continuous backdrop of MC5 tunes, penetrating interviews with the remaining members and their spouses, and even FBI surveillance shots. It's the ultimate testimonial to a band that only gains in stature as time goes on.",0.009044,2002-02-02,0.0,120.0,Released,,MC5: A True Testimonial,False,0.0,0.0
False,40000000,10710,tt0326856,en,Envy,A man becomes increasingly jealous of his friend's newfound success.,13.094205,2004-04-30,0.0,99.0,Released,"Success didn’t go to his head, it went to his neighbor.",Envy,False,4.8,144.0
False,25000000,11058,tt0335121,en,Godsend,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.",11.271148,2004-04-30,30114487.0,102.0,Released,"When a miracle becomes a nightmare, evil is born.",Godsend,False,4.7,114.0
False,28000000,11141,tt0323033,en,Laws of Attraction,"Amidst a sea of litigation, two New York City divorce lawyers find love.",5.739139,2004-04-04,30016165.0,90.0,Released,Love always has the last word.,Laws of Attraction,False,5.6,104.0
False,17000000,10625,tt0377092,en,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",11.454835,2004-04-30,129042871.0,97.0,Released,Welcome to girl world.,Mean Girls,False,6.9,2401.0
False,6000000,54807,tt0277895,en,Mickey,"Best-selling author John Grisham deviates from his usual literary thrillers with this winning film that stars Harry Connick Jr. as Tripp Spence, a widower who goes on the run from the IRS with his 12-year-old baseball-phenomenon son, Derrick (Shawn Salinas). They assume new identities and flee to Las Vegas, where Derrick, now known as Mickey, joins a team that makes it to the Little League World Series. But will fame give away his true identity?",0.33262,2004-05-02,293793.0,90.0,Released,,Mickey,False,6.5,1.0
False,0,11025,tt0363282,en,New York Minute,"Top student Jane Ryan heads to Manhattan for a college-scholarship competition. Her rebellious twin Roxy Ryan goes along to crash a video shoot. But anything can happen - and does - in a romp involving a pursuing truant officer, a smuggler, hunkalicious guys and the girls' realization that when the chips are down, a sister can be the best friend of all.",5.659198,2004-05-01,0.0,91.0,Released,,New York Minute,False,5.6,191.0
False,160000000,7131,tt0338526,en,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,12.643312,2004-05-05,300257475.0,132.0,Released,The One Name They All Fear.,Van Helsing,False,6.0,1674.0
False,800000,26899,tt0339419,en,The Mudge Boy,"Duncan Mudge, mid-teens, lives apart from his rural world populated by his distant father and rough local kids. His main companionship is a chicken left after his mother's death until the neighbor's son befriends him.",7.137026,2003-01-17,62852.0,94.0,Released,,The Mudge Boy,False,7.3,24.0
False,0,30125,tt0296915,es,Valentín,"Valentin, a 9-year-old boy living with his grandmother in late-1960s Buenos Aires, believes his family has problems that only he can solve. The youngster dreams of being reunited with his mother, who's separated from Valentin's abusive father.",1.756683,2003-04-11,0.0,82.0,Released,Cupid just turned eight,Valentin,False,7.1,19.0
False,0,16428,tt0349169,en,Breakin' All the Rules,"Inspired by his fiancée (who dumped him), a man publishes a break-up handbook for men, becoming a bestselling author in the process.",5.414749,2004-05-14,0.0,85.0,Released,When it comes to getting dumped... He wrote the book.,Breakin' All the Rules,False,5.8,21.0
False,175000000,652,tt0332452,en,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",15.387275,2004-05-13,497409852.0,163.0,Released,For passion. For honor. For destiny. For victory. For love.,Troy,False,6.9,2841.0
False,3684600,8440,tt0293007,pt,Carandiru,"Carandiru, a story based on real facts and on the book written by the doctor Drauzio Varella, starts when he decides to carry out an AIDS prevention program inside Latin America’s largest prison: the Casa de Detenção de São Paulo, Carandiru, the victim of one of the darkest days in Brazilian History, when the State of São Paulo’s Military Police, with the excuse for law enforcement, shot to death 111 people.",4.345806,2003-03-21,0.0,148.0,Released,Inside here nobody is guilty. Do you believe that?,Carandiru,False,7.1,81.0
False,0,883,tt0379217,en,Coffee and Cigarettes,Coffee And Cigarettes is a collection of eleven films from cult director Jim Jarmusch. Each film hosts star studded cast of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.,5.32553,2003-09-05,7897645.0,96.0,Released,,Coffee and Cigarettes,False,6.9,216.0
False,0,38018,tt0329111,fr,Les égarés,"Fleeing the June 1940 arrival of Hitler's army in Paris, a young war widow and her two children are rescued from dive-bombing German fighters by a cocky, reckless teenager. He finds them refuge in an abandoned house, but despite the fact that the family quickly comes to be depending much on his cunning and survival abilities, their cohabitation proves uneasy.",2.202524,2003-08-20,0.0,95.0,Released,,Strayed,False,6.0,24.0
False,0,96461,tt0109529,en,Dance Me Outside,"Explores the sensitive, and tense, relationship between life on an First Nations reservation and life in the outside world. When Native Canadian Silas Crow is forced to write a personal essay in order to get a much-desired job, he tells the story of the rape and murder of an Indian girl by a drunken thug. When the killer received a lenient two-year sentence for manslaughter, the First Nations community felt shock and anger -- and tried desperately to deal with the after-effects of this lack of justice.",0.499984,1995-03-10,304852.0,84.0,Released,"After the party's over, real life kicks into gear.",Dance Me Outside,False,7.0,5.0
False,0,34377,tt0065488,en,The Boys in the Band,"A witty, perceptive and devastating look at the personal agendas and suppressed revelations swirling among a group of gay men in Manhattan. Harold is celebrating a birthday, and his friend Michael has drafted some other friends to help commemorate the event. As the evening progresses, the alcohol flows, the knives come out, and Michael's demand that the group participate in a devious telephone game, unleashing dormant and unspoken emotions.",2.502984,1970-03-16,0.0,118.0,Released,Extraordinary. Groundbreaking. Controversial.,The Boys in the Band,False,6.6,16.0
False,2000000,20375,tt0330802,fi,Raid,"Raid is a mysterious drifter and ex-criminal who comes and goes as he pleases. He has been away from the country for an extended period of time but learns on his return that his ex-girlfriend Tarja has presumably died in a fire that he soon discovers was a larceny. He is also contacted by inspector Jansson, who he knows from the past regarding the murder of a protestor.  Raid begins his investigation and soon finds that there's more to the cases than meets the eye..  This movie is a sequel to the very popular Raid TV series.",0.366841,2003-01-31,0.0,128.0,Released,,Raid,False,5.9,10.0
False,55000000,10375,tt0160184,en,D-Tox,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,13.374415,2002-01-04,6416302.0,96.0,Released,Survival is a Killer.,D-Tox,False,5.4,126.0
False,0,42015,tt0094089,en,Swimming to Cambodia,"Spalding Gray sits behind a desk throughout the entire film and recounts his exploits and chance encounters while playing a minor role in the film 'The Killing Fields'. At the same time, he gives a background to the events occurring in Cambodia at the time the film was set.",0.225249,1987-03-13,0.0,85.0,Released,,Swimming to Cambodia,False,6.4,6.0
False,0,68440,tt0036515,en,Watch on the Rhine,Kurt and Sara Müller and their three children left Germany many years ago and finally arrive to her mother's house in Washington DC. Kurt are working for the anti-nazi resistance in Germany. The Romanian count Brankovic who also lives there tries to blackmail him.,0.958211,1943-08-27,0.0,114.0,Released,On her lonesome lips a smile.,Watch on the Rhine,False,6.2,9.0
False,0,12503,tt0086510,en,Under Fire,"Three U.S. journalists (Nick Nolte, Joanna Cassidy, Gene Hackman) get too close to one another and their work in 1979 Nicaragua.",2.780331,1983-10-21,0.0,128.0,Released,This wasn't their war but it was their story...and they wouldn't let it go!,Under Fire,False,6.9,38.0
False,40000000,11864,tt0089092,en,Enemy Mine,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",9.802889,1985-12-12,12303411.0,108.0,Released,Enemies because they were taught to be. Survivors because they had to be.,Enemy Mine,False,6.7,253.0
False,850000,9461,tt0070034,en,Enter the Dragon,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,10.687757,1973-08-17,90000000.0,99.0,Released,Their deadly mission: to crack the forbidden island of Han!,Enter the Dragon,False,7.3,489.0
False,0,57811,tt0114651,pt,Terra Estrangeira,"After the death of her mother, a young Brazilian decides to leave his country and travel to her native land. In a foreign land, he finds love and danger.",1.567614,1996-09-04,0.0,110.0,Released,The best place to lose someone or to get lose from your own self,Foreign Land,False,6.9,8.0
False,0,132,tt0065780,en,The Rolling Stones: Gimme Shelter,"This documentary of the Rolling Stones' 1969 US tour has become a legendary, harrowing symbol of the tragic demise of the ""Peace and Love"" era. After a successful tour across the US, the Rolling Stones gave a free December concert at Altamont Speedway in California with the Grateful Dead, Ike and Tina Turner, Jefferson Airplane, and the Flying Burrito Brothers. The band unwisely selected the Hells Angels to provide security, and the bikers resorted to violence to keep the stoned, restless, and often naked crowd in line. The result: dozens of injuries and the on-screen stabbing of a young black man (during ""Sympathy for the Devil"") by one of the concert's staff security. In a manipulative but effective move, the Maysles brothers filmed Mick Jagger in the editing room witnessing the on-camera murder for the first time. The film also works as a rock-and-roll document, capturing the band at their most relaxed, intoxicating, and electrifying.",2.336022,1970-12-06,0.0,91.0,Released,"Landmark film follows the Rolling Stones on their notorious 1969 U.S. tour, culminating in tragedy at San Francisco's Altamont Speedway.",The Rolling Stones: Gimme Shelter,False,7.8,42.0
False,0,28276,tt0053134,ja,お早よう,"Two boys beg their parents for a television set, nagging them until all patience is lost. The parents order the boys to be quiet and the boys do exactly that--refusing to utter a word. The boys' silence ultimately puts the whole neighborhood into turmoil.",2.284852,1959-05-12,0.0,94.0,Released,,Good Morning,False,7.2,37.0
False,0,18329,tt0118845,zh,春光乍洩,"Lai and his boyfriend, Ho, arrive in Argentina from Hong Kong, seeking a better life. Their highly contentious relationship turns abusive and results in numerous break-ups and reconciliations. When Lai befriends another man, Chang, he sees the futility of continuing with the promiscuous Ho. Chang, however, is on his own personal journey and, ultimately, both Lai and Ho find themselves far from home and desperately lonely.",5.933971,1997-05-17,0.0,96.0,Released,,Happy Together,False,7.7,103.0
False,0,17993,tt0099762,en,Henry & June,"While traveling in Paris, author Henry Miller and his wife, June, meet Anais Nin, and sexual sparks fly as Nin starts an affair with the openly bisexual June. When June is forced to return to the U.S., she gives Nin her blessing to sleep with her husband. Then, when June returns to France, an unexpected, and sometimes contentious, threesome forms.",4.459959,1990-09-28,11567449.0,136.0,Released,A true adventure more erotic than any fantasy,Henry & June,False,6.3,40.0
False,0,37447,tt0099121,en,Berkeley in the Sixties,"A documentary about militant student political activity at the University of California, Berkeley in the 1960s.",0.10664,1990-01-01,0.0,117.0,Released,The untold story of students in the 60s,Berkeley in the Sixties,False,4.3,2.0
False,0,4339,tt0100557,de,Das schreckliche Mädchen,"When a young woman investigates her town's Nazi past, the community turns against her.",0.73486,1990-02-15,0.0,92.0,Released,,The Nasty Girl,False,5.9,5.0
False,0,42108,tt0085370,en,Coup de foudre,"In 1942 in occupied France, a Jewish refugee marries a soldier to escape deportation to Germany. Meanwhile a wealthy art student loses her first husband to a stray Resistance bullet; at the Liberation she meets an actor, gets pregnant, and marries him. Lena and Madeleine meet at their children's school in Lyon in 1952 and the intensity of their relationship strains both their marriages to the breaking point.",1.137893,1983-04-06,0.0,110.0,Released,,Entre Nous,False,7.5,5.0
False,0,18513,tt0060736,en,The Naked Prey,"A group of men are on safari. One of the party refuses to give a gift to a tribe they encounter. The tribe is offended, seizes the party, and one-by-one, kills all but one of the safari members in various creative and horrifying ways. The last surviving member is given ""The Lion's Chance"" by the tribal leader to be hunted down by a party of tribal warriors.",2.243937,1965-06-01,0.0,96.0,Released,"Stripped, weaponless, alone and only ten desperate seconds ahead of the killers!",The Naked Prey,False,7.0,23.0
False,0,26517,tt0077914,en,Martin,"Martin sedates women with a syringe full of narcotics and then slices their wrists with a razor blade so he can drink their blood. Martin, who comes to live with his uncle and cousin in the dying town of Braddock, Pennsylvania, has romantic monochrome visions of vampiric seductions and torch-lit mobs, but it is impossible to tell how seriously he takes them.",3.965407,1978-07-05,0.0,95.0,Released,He could be the boy next door...,Martin,False,7.0,50.0
False,0,28285,tt0051077,en,The Three Faces of Eve,"Classic dramatization of America's best-known case of a woman suffering from multiple personality disorder, and her road to recovery.",2.030279,1957-12-23,0.0,91.0,Released,The Strangest True Experiance A Young Girl Ever Had,The Three Faces of Eve,False,7.3,24.0
False,0,22137,tt0108906,da,Riget,"The first part of a Danish miniseries that has been edited into two massive films, ""Riget"" is set in the neurosurgical ward of Copenhagen's Rigshospitalet, the city and country's main hospital, nicknamed ""Riget"". The show follows a number of characters, both staff and patients, as they encounter bizarre phenomena, both human and supernatural.",5.230666,1994-11-23,0.0,273.0,Released,,The Kingdom,False,8.0,62.0
False,0,5247,tt0188055,en,Mercy,"Detective Catherine Palmer (Ellen Barkin) is on the trail of an elusive serial killer. During her investigation she meets Vickie Kittrie (Peta Wilson), who belongs to an exclusive club of women who engage in secret sessions of bondage and S&amp;M. Matters become even more complicated when Palmer finds herself attracted to Kittrie, leading to a brief lesbian encounter. Palmer soon learns that each victim belonged to this club of prominent, sexually experimental women. In order to catch the killer, Catherine must trust Vickie to guide her through the dangerous and illicit underground.",1.520526,2000-02-11,0.0,117.0,Released,,Mercy,False,5.2,6.0
False,0,31676,tt0099409,en,Desperate Hours,A criminal holds a wealthy family hostage.,3.233994,1990-10-05,0.0,105.0,Released,Desire is the deadliest weapon of all.,Desperate Hours,False,5.3,37.0
False,0,49622,tt0140447,en,The Passion of Ayn Rand,"The rather eccentric (especially in her thinking) author of ""The Fountainhead"" and ""Atlas Shrugged"" becomes involved with a much younger, and married man... to the dismay of those close to her.",0.791025,1999-01-27,0.0,104.0,Released,,The Passion of Ayn Rand,False,2.0,3.0
False,0,238952,tt0051561,fr,Du côté de la côte,"Tongue-in-cheek look at the French Riviera, especially in summer when it overflows with tourists. Reviews its history and famous visitors; displays its faux-exotic buildings, its crowded beaches, its trees and monuments; and, pokes fun at the colors women wear and the vagaries of fashion. The film celebrates the use of ""Eden"" as a place name, suggesting that paradise comes to the coast after all are gone, perhaps only on a remote island beach.",0.382091,1958-01-01,0.0,25.0,Released,A humorous travelogue of the French Riviera.,Along the Coast,False,9.0,4.0
False,0,10035,tt0214388,en,100 Girls,"This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",5.136537,2000-09-01,0.0,94.0,Released,He met the girl of his dreams. If only he can meet her again.,100 Girls,False,5.6,119.0
False,0,502,tt0058083,en,Fail-Safe,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring. Director Sidney Lumet gives an atmospheric vision of the future with a Cold War backdrop.,4.225974,1964-10-07,0.0,112.0,Released,It will have you sitting on the brink of eternity!,Fail-Safe,False,7.6,83.0
False,0,41965,tt0098061,en,Paperhouse,"Anna is becoming lost in the loneliness of her own world when she discovers she can visit another, a house she has drawn herself and occupied by a young disabled boy. But as she discovers more of the links between her fantasy world and the mundane present, she is drawn only deeper into a dream turning into a nightmare.",3.520171,1988-01-01,241.0,92.0,Released,A drawing that became a dream. A dream that became reality.,Paperhouse,False,6.6,37.0
False,0,10347,tt0118996,fr,Dobermann,"The charismatic criminal Dobermann, who got his first gun when he was christened, leads a gang of brutal robbers. After a complex and brutal bank robbery, they are being hunted by the Paris police. The hunt is led by the sadistic cop Christini, who only has one goal: to catch Dobermann at any cost.",6.774793,1997-06-18,0.0,103.0,Released,,Dobermann,False,6.4,110.0
False,0,1373,tt0251052,en,The Discovery of Heaven,"Disappointed with humanity, God wants to revoke his contract with humanity and wants to take back the stone tablets containing the ten commandments. To this end an angel is sent out to affect the personal lives of three humans so an appropriate child may be conceived.",1.009704,2001-10-01,0.0,127.0,Released,"Coincidence doesn't exist, everything happens for a reason.",The Discovery of Heaven,False,5.2,5.0
False,0,30959,tt0058279,ja,怪談,"This is the film adaptation of four stories from the book ""Kwaidan: Stories and studies of strange things"" by Lafcadio Hearn and is actually a collection of Japanese ghost stories, taken from various sources, some even stemming from China.",4.130372,1964-12-29,0.0,183.0,Released,"Bizarre, unearthly, terrifying— a nation's legend, an author's imagination, a director's creation manifest in the superlative— Kwaidan",Kwaidan,False,7.5,68.0
False,0,43341,tt0045609,en,Cat-Women of the Moon,Astronauts travel to the moon where they discover it is inhabited by attractive young women in black tights.,1.337813,1953-09-03,0.0,64.0,Released,Love-starved moon maidens on the prowl!,Cat-Women of the Moon,False,3.3,8.0
False,0,20561,tt0088650,en,28 Up,No overview found.,0.018017,1984-11-20,0.0,136.0,Released,,28 Up,False,7.9,19.0
False,75000,13055,tt0282410,en,Chance,"'Chance' is a black comedy about how hard it is to find ""the one"". Mostly told from the point-of-view of a young, sexually aggressive woman, named Chance, whom according to her: ""we're all out there looking for true love"", which turns out to be a very elusive thing indeed, and Chance is no exception. She's desperately on the prowl for a man, but since she's more mouse than cat, she gets herself into scrape after scrape in her screwball pursuit of love. Surrounded by a bevy of adoring but completely wrong-for-her men (and one dead girl from Manchester, England), Chance has to pick her way through her messy life in order to figure out which guy is ""it"".",0.542401,2002-09-22,0.0,75.0,Released,,Chance,False,6.8,3.0
False,9500000,667,tt0062512,en,You Only Live Twice,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,10.359669,1967-06-12,111584787.0,117.0,Released,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,False,6.5,541.0
False,27500000,700,tt0086034,en,Octopussy,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,10.619302,1983-06-05,187500000.0,131.0,Released,James Bond’s all time high.,Octopussy,False,6.2,534.0
False,0,21594,tt0045564,en,The Blue Gardenia,"Norah Larkin is a single woman whose heart is broken after receiving a ""Dear John"" letter. After a night of drinking she passes out in the apartment of womaniser Harry Prebble, awaking to find herself accused of his murder.",1.946802,1953-03-23,0.0,88.0,Released,There was nothing lily-white about her -- the clutch-and-kill girl they called: The Blue Gardenia,The Blue Gardenia,False,6.2,15.0
False,0,26976,tt0243664,en,Wit,A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.,2.593469,2001-02-09,0.0,99.0,Released,It appears to be a matter of life and death.,Wit,False,7.0,31.0
False,36000000,36670,tt0086006,en,Never Say Never Again,"James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007.",10.231985,1983-10-07,160000000.0,134.0,Released,Sean Connery is James Bond 007,Never Say Never Again,False,5.8,348.0
False,0,18872,tt0113725,ja,幻の光,"A young woman's husband apparently commits suicide without warning or reason, leaving behind his wife and infant. Yumiko remarries and moves from Osaka to a small fishing village, yet continues to search for meaning in a lonely world.",2.050562,1995-10-01,0.0,110.0,Released,,Maborosi,False,7.2,26.0
False,650000,44864,tt0073822,sv,Trollflöjten,"The Queen of the Night enlists a handsome prince named Tamino to rescue her beautiful kidnapped daughter, Princess Pamina, in this screen adaptation of the beloved Mozart opera. Aided by the lovelorn bird hunter Papageno and a magical flute that holds the power to change the hearts of men, young Tamino embarks on a quest for true love, leading to the evil Sarastro's temple where Pamina is held captive.",0.658086,1975-01-01,0.0,134.0,Released,"We only see Bergman, we only hear Mozart",The Magic Flute,False,7.1,15.0
False,0,31993,tt0031647,en,Midnight,An unemployed showgirl poses as Hungarian royalty to infiltrate Parisian society.,2.239212,1939-03-24,0.0,94.0,Released,,Midnight,False,7.0,18.0
False,0,43818,tt0032943,en,Pride and Prejudice,"Mr. and Mrs. Bennet have five unmarried daughters, and Mrs. Bennet is especially eager to find suitable husbands for them. When the rich single gentlemen Mr. Bingley and Mr. Darcy come to live nearby, the Bennets have high hopes. But pride, prejudice, and misunderstandings all combine to complicate their relationships and to make happiness difficult.",2.323028,1940-07-26,0.0,118.0,Released,The Gayest Comedy Hit of the Screen! Five Gorgeous Beauties on a Mad-Cap Manhunt! With the Stars of,Pride and Prejudice,False,7.3,32.0
False,0,28290,tt0049474,en,The Man in the Gray Flannel Suit,A World War II veteran (Gregory Peck) can either rise on Madison Avenue or be with his wife (Jennifer Jones) and family.,6.537021,1956-05-08,0.0,153.0,Released,His loves...his world---both past and present---and the crisis they caused!,The Man in the Gray Flannel Suit,False,6.7,15.0
False,0,24650,tt0041386,en,The Fountainhead,"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",4.866997,1949-07-02,0.0,114.0,Released,No Man Takes What's Mine !,The Fountainhead,False,6.9,33.0
False,0,55086,tt0036230,en,Old Acquaintance,"Old friends Kit Marlowe and Millie Drake adopt contrasting lifestyles: Kit is a single, critically acclaimed author while married Millie writes popular pulp novels.",0.632669,1943-11-28,0.0,110.0,Released,,Old Acquaintance,False,6.0,7.0
False,0,43525,tt0034890,en,In This Our Life,"A young woman dumps her fiancée and runs off with her sister's husband. They marry, settle in Baltimore, and Stanley ultimately drives Peter to drink and suicide. Stanley returns home to Richmond only to learn that her sister Roy and old flame Craig have fallen in love and plan to marry. The jealous and selfish Stanley attempts to win back Craig's affections, but her true character is revealed when, rather than take the rap herself, she attempts to pin a hit and run accident on the young black clerk who works in Craig's law office.",6.312577,1942-05-16,0.0,97.0,Released,A sensational novel throbs to life! The cast is one of Warner Bros. best - the picture is one of Warner Bros. biggest!,In This Our Life,False,6.2,13.0
False,3000000,20640,tt0035567,en,Woman of the Year,"Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.",2.83303,1942-01-19,0.0,114.0,Released,The picture of the year!,Woman of the Year,False,6.9,31.0
False,0,50363,tt0048673,en,Summertime,"Middle-aged Ohio secretary Jane Hudson has never found love and has nearly resigned herself to spending the rest of her life alone. But before she does, she uses her savings to finance a summer in romantic Venice, where she finally meets the man of her dreams, the elegant Renato Di Rossi. But when she learns that her new paramour is leading a double life, she must decide whether her happiness can come at the expense of others.",2.577128,1955-01-01,0.0,99.0,Rumored,All the pent-up yearning of her life was finally fulfilled ... amid the splendor of the world's most fabulous city!,Summertime,False,6.6,29.0
False,2300000,633,tt0076734,nl,Soldaat van Oranje,"This film depicts World War II through the eyes of several Dutch students. It follows them through the beginning of the war, the Nazi occupation and the liberation.",2.348745,1977-09-22,0.0,149.0,Released,,Soldier of Orange,False,7.4,39.0
False,0,5511,tt0062229,fr,Le Samouraï,Hitman Jef Costello is a perfectionist who always carefully plans his murders and who never gets caught.,9.091288,1967-10-25,39481.0,105.0,Released,There is no solitude greater than that of the Samurai,Le Samouraï,False,7.9,187.0
False,0,41003,tt0103251,en,White Palace,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.",2.59282,1990-10-19,17487531.0,103.0,Released,The story of a younger man and a bolder woman.,White Palace,False,6.2,33.0
False,0,13936,tt0048445,en,Oklahoma!,"This joyous celebration of frontier life combines tender romance and violent passion in the Oklahoma Territory of the 1900's, with a timeless score filled with unforgettable songs. Rodgers and Hammerstein's hit Broadway musical.",8.455348,1955-10-10,0.0,145.0,Released,The best loved musical of our time!,Oklahoma!,False,6.3,47.0
False,350000,294,tt0089015,en,Desert Hearts,The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.,1.553107,1985-10-01,2400000.0,96.0,Released,,Desert Hearts,False,6.7,21.0
